id,user_identifier_hash,consent_type,granted_at,channel
6795221e-065b-4a5c-bfc3-b7936afd8ee4,7e2af74d80aaaf998a9fa2b80c523904,data_processing,2026-06-26T10:59:39,whatsapp
5996f309-471e-4446-95a0-c6ceeffa788c,6048e9a53a1ea98c7a0ef195b1528291,data_processing,2026-05-25T09:30:10,whatsapp
b5ae6926-64e5-45fd-b328-c74002072211,44cca74606fa927d8430735ceca5bdca,data_processing,2026-07-25T09:56:59,whatsapp
efe73960-533e-4e39-b315-ab0f1e370aee,e7c9f9d1e66940f04071b129b775f93f,data_processing,2026-05-20T17:17:11,whatsapp
b52849d3-9db5-4295-afe9-dc649a4cdc9b,6ffc492d3c7c6a04fb57ea70a6797580,data_processing,2026-09-07T10:33:24,whatsapp
c1eb7b8e-f67d-49de-a10f-71e619b4c791,8167b59fafea3d3edeb97a5e68cff6af,data_processing,2026-05-31T16:22:45,whatsapp
ac278b0c-b066-4678-962b-d41c01517ed4,54f2b10f7acc5b6f56ac6e3b4ccc37fe,data_processing,2026-08-02T18:27:04,web
346c9ab1-7798-43ae-827d-6df07f96700b,8f21e313e27be790ff805bb32cc52bea,data_processing,2026-06-10T10:16:45,whatsapp
838d914a-aa03-4638-bb8d-cffbcf11fa47,4c7e9a41eafd2bee8000d586e84546d7,data_processing,2026-09-11T11:38:27,whatsapp
805d7720-b83f-4515-8b47-bd5aaaeb0e0a,5963975f330fd577e8dabde6624144d5,data_processing,2026-03-27T11:59:28,whatsapp
4305244f-3b2f-4552-b588-8de49e37290b,db6f5a24962c1d6fc5643111d61829f8,data_processing,2026-05-29T09:10:53,whatsapp
984daab3-7316-4df4-bf6b-669b65634be3,da982b4e7734e5ff29403e7bfa096ee4,data_processing,2026-04-27T20:50:09,web
a4cb748e-1251-48df-9161-9e8d43da3fa6,2e2291f2fa467fdf670dd98757419bce,data_processing,2026-08-04T15:43:48,whatsapp
4dabb8ec-ad6e-40bc-8120-6f460e5395f0,b5eeffd0d881a0e91942b9cea2982e2d,data_processing,2026-04-19T14:43:42,web
50343814-1cce-4da4-8578-0099e9879781,926dac2df8af918e127887764d5babea,data_processing,2026-06-21T16:15:32,web
7fa9e133-0ed2-4516-8262-75997edeeb44,d188423cb00a296bd3c2449b460b61fd,data_processing,2026-08-31T09:20:47,whatsapp
c5a9759c-c395-4e49-91b5-79ddfa05e7b9,74aaf6f6adc739c99a5a750f4a919d40,data_processing,2026-04-15T15:13:24,whatsapp
20b6537e-70cf-4484-8046-0dda75721b08,3b5be4036d5b3e537c252a42f418bd94,data_processing,2026-08-03T17:53:29,whatsapp
e67ecd69-7edf-4e25-a89c-6ce3474b9e9f,e3b36969df86dc24726b22c5abbed24c,data_processing,2026-06-20T17:02:11,whatsapp
bbf252fa-3563-46b4-8d0e-85fbf0550908,81b31963ac2d7b91af82e53663b347fc,data_processing,2026-04-22T16:45:43,whatsapp
1f4328bd-e235-445b-bf87-ae87608d603b,634ccb1cf6f283491c2c85f3c91cf822,data_processing,2026-06-15T11:55:43,whatsapp
14ebdbd0-7f42-4727-a90b-566c251881c0,446ed9a9e8f12e6102b25b4f10ade9a9,data_processing,2026-06-22T05:49:18,web
06cf3b2f-eb3d-4f23-abb1-828bae1be53b,88332827d048fdda81867fdd0bfd7ae6,data_processing,2026-04-04T06:19:41,whatsapp
052b80f3-1c7e-4bed-a617-525a916f0428,ed9b7ce7acb663c3c8aa7eb382be4740,data_processing,2026-09-18T13:51:54,whatsapp
8f08c721-589e-48b6-9ee6-551fd831d474,5b61599a22fff62db56bf54ff6660742,data_processing,2026-03-22T02:03:52,web
50057721-0bb4-41de-ab3b-3f33698ccb95,e7841bd3b2a95c7cb0288030bbf8cbed,data_processing,2026-04-28T12:27:29,whatsapp
019aa565-8f6d-469f-bbb4-76052c651656,0fee96963f600e2ef575761c222b061f,data_processing,2026-05-08T10:38:58,web
fefe6662-582a-4773-b682-83fc7a289688,a3b0cb013156fbde36faf8ae13a5ae47,data_processing,2026-05-03T12:00:15,whatsapp
6bb4013a-4b5b-4a6b-9d5e-5958e59828c2,7658e32a025c8315719a9598f63f6519,data_processing,2026-09-02T19:55:11,whatsapp
4a2ee5d7-c4b2-460f-a6d4-82084a56339e,8b3365c08f4b0d29017d01497bf26b6d,data_processing,2026-09-03T20:33:54,whatsapp
e588847a-607e-4b08-b2fd-ebfaefb58fdd,495056756e41719b64bebee5eccf2613,data_processing,2026-09-02T10:54:24,web
db099f63-239e-4279-b8ff-28bb0ebfdf89,aa9d9f99d709e2a2efc33ae6501e5cb2,data_processing,2026-04-29T12:10:49,whatsapp
873fe12d-1b17-4273-b243-929408c95a43,5af2ee57017088e2a91299e532fc7b59,data_processing,2026-05-29T17:11:58,web
3fa8f531-aace-42ab-92da-4d4fe81c0721,967daa4a8d0076389387b16cbc98d207,data_processing,2026-07-30T16:45:16,whatsapp
cebfcaf3-08e0-4bbe-bbf9-a9ea8f6c3682,ced4c49b71b70efba06b09a61a0368a6,data_processing,2026-03-25T13:20:35,whatsapp
9ae9482a-b70b-4475-acb0-4ce17a963d6b,fed825277653f8b87b9dc69f507c5769,data_processing,2026-08-23T15:37:34,whatsapp
ef1e1aee-033b-4688-898e-788bcfab8f02,29d444bac7e2f8c4183a1bc61bd972c3,data_processing,2026-09-10T09:00:24,web
0b821930-a63e-4ac8-a2f3-15ffa2926753,fb4ff36f83724af32507936c542f8c20,data_processing,2026-08-10T20:24:19,whatsapp
385f4383-cbb1-47a4-9940-21d59e77c774,6bd6acace138401d1f56140407640188,data_processing,2026-07-22T17:42:32,web
20231eab-f056-43a2-afd4-97160c5e03a3,b2740e1ebc4c0f4987cb016644932c83,data_processing,2026-05-30T12:33:28,web
dfbe24a4-e120-424f-a220-d20dbf1e9b9e,8a1d3d5829c07f36871541130b9bc63e,data_processing,2026-08-04T03:21:43,web
25366a5c-3e18-45b4-ba60-9809afb5ad8f,3a0d2766aa58f96b8e28c57659d702d2,data_processing,2026-06-30T20:48:23,whatsapp
3e0880e8-8453-4580-abe7-54a515c17ac0,dd1dd8ac456279a1abc3ad653db1fee0,data_processing,2026-09-09T17:29:31,whatsapp
2b892746-0c48-4ec7-bff6-54add1e864bd,8303e50d1d57a1580c7f3dd9d105783d,data_processing,2026-06-19T17:13:11,web
fbcd4c13-eea1-402d-9034-ee3d38b3124e,c08a012e1a02b65143df329060876b92,data_processing,2026-07-08T12:42:02,web
c34a1bf4-4a2c-4813-bea8-17341dd64862,8771dd9d68cdc487d55b10bbee8ee543,data_processing,2026-07-25T16:23:41,web
456c0aca-24d0-4d85-9e9a-f619bcce1123,cdf020335d1c5f15b5d456117ea1716a,data_processing,2026-08-27T07:27:11,whatsapp
9a4aac35-26a3-4795-a8ec-3dc3d1a94c6b,effe99e0f1b69101eca2b3a0cc508c00,data_processing,2026-07-20T15:24:57,web
e571a102-6e99-44a0-b89a-3cadfe246c1a,f1bbfa4ab048ffaa1cf0619a5121abc6,data_processing,2026-08-04T15:03:42,whatsapp
165aac45-ef25-426e-9e27-4b2fd4f53f22,bf95e5cd32802620e31caeb3e7b007cb,data_processing,2026-08-08T10:18:42,web
1367c698-a51e-4a47-ac24-1860d8ed98e4,b3b16f35007a4b3cc0ca65517c61fd9c,data_processing,2026-07-18T21:22:46,whatsapp
c88e8d29-2522-4ac9-8dbb-6b8fed48e04b,7afa10ce0085e542a8c0ac0017f784ce,data_processing,2026-05-04T15:20:32,whatsapp
b45a53eb-9e3e-4e28-a8cd-57a7e4f16d12,8d579c8c03d144230680bd425e8de06d,data_processing,2026-06-17T19:46:27,web
2042b874-6a98-4647-9070-d5741ee347be,99fe2b0c30af9e18ce02f94e4ce05a1d,data_processing,2026-03-31T04:40:03,whatsapp
dd9b0cd8-3387-4137-a21b-9c8c2d9177f0,99fd0d8a7f3ac9e32fdd3789dd7a97ae,data_processing,2026-07-06T13:33:36,web
96e689bc-9627-452f-bb29-3f15bbef3a68,d0d4e1a7b634a4cba90ed92ee432c04a,data_processing,2026-08-21T11:21:45,web
1134a507-66d8-4d97-94da-bed5d858a27c,96fce11757c0f1ae57901ef58bf3bf48,data_processing,2026-05-08T10:08:17,whatsapp
04137971-ff12-475e-b55b-f9d80b742a33,f6dc3f39bd39404e9657d0d170b6da9d,data_processing,2026-05-18T11:27:28,whatsapp
e2261af2-7639-46e3-ba00-de48b5df7d9b,c4de27e57018cb5c4401133d99960389,data_processing,2026-07-20T15:08:33,whatsapp
3f34e3e2-233b-413f-8eef-5256423dd8e9,c9ef59e32583302c81364d96ba946152,data_processing,2026-06-30T11:39:06,whatsapp
7ef24837-2bf7-49d0-9266-0ec7adf5b9de,1dc7ffa36799c597cf8464a43f8ef5b2,data_processing,2026-04-05T18:52:11,whatsapp
6370b604-73f8-412a-b418-dcfcae5d8a59,a442497e1ccf246c64f351db5fc9227b,data_processing,2026-03-27T16:35:55,whatsapp
810d1488-0bc0-4c63-b87a-986a329c46e0,1499e8e1a71cd4a97b639045c21af701,data_processing,2026-09-13T11:30:36,whatsapp
968e9e25-7d2d-430a-ac8a-75f1a9d2b1a6,126e6839aab4681357112bacb4c9f684,data_processing,2026-06-17T17:20:13,whatsapp
342e19f2-7c8a-4933-b968-fea5f7548114,d01877f40843dd3fa7cd69121b74b140,data_processing,2026-05-06T17:36:14,whatsapp
15ea8dc2-03a7-4c1b-8ece-497359ebcf59,98856b87d86cd1e4d52971b5efaa87d4,data_processing,2026-03-24T17:51:15,web
cc86b361-c3cc-404a-b110-802f05ab67b3,ca34d004484e928be982de90c27062d5,data_processing,2026-07-17T11:49:58,web
8593e007-9694-483e-8ccf-9938ec6689ae,7651815615bdb1cbb694fe7b777239b0,data_processing,2026-08-19T12:16:54,web
7c13b2ba-3a60-4302-8ecf-2101896d1248,e6f69feb652605a590bc7f0e49203b67,data_processing,2026-04-20T19:06:58,web
97a7bf3a-84a7-4fee-8f5a-943688587acf,ab0129d43c99f9f08f4941478f167d87,data_processing,2026-04-19T17:10:50,whatsapp
5ca8fbce-3025-4032-94d2-0b1b8a1d81b6,118dd085f247d53b7087dd9ab72f779b,data_processing,2026-05-02T12:45:13,whatsapp
72c4b76b-d70a-4127-9f41-f8ccea772de6,a9edb4ed4e5b249c2e8036d7dddb50f9,data_processing,2026-08-15T06:52:40,whatsapp
b85cae9b-b35f-48b8-a4f7-a2c88a2828bf,d9932925d41126329071b06a64e2e124,data_processing,2026-05-07T13:44:37,whatsapp
5b70e0c4-fb5e-44ae-b667-4ea0546366e9,4a920cf705aa4102e0a12f7995bc3633,data_processing,2026-05-30T19:12:38,web
7b6a4b3d-4dc3-4f2b-9d96-53f102b32264,22b3b6ab30741f99812a10a692a3f835,data_processing,2026-07-19T17:25:43,web
453d1497-0eb3-413d-8a32-b073910bec05,3b7d5642fc29f32c69ecffb3b473133b,data_processing,2026-06-10T16:54:50,whatsapp
5f5ad0ba-dd13-4839-b5b3-67b0859e17b6,aad064cbb49556e339da02b570f3928c,data_processing,2026-09-07T04:32:54,whatsapp
151597bb-daf3-4559-b491-e8a06ddae6bc,34c1753874dacc42a87900e8c64fe6e4,data_processing,2026-08-30T16:35:11,whatsapp
4e5d9247-5c8a-428d-bddc-b656be1d0372,ed41c01b277a44b044763460667d35dc,data_processing,2026-09-06T13:06:12,whatsapp
f5e513a9-a280-45fc-8b42-06f01de14065,4270c630df0d6aa491de4df391b1a5f3,data_processing,2026-06-11T17:45:49,whatsapp
3ef2e161-95b8-4a96-851c-ae6865fb4a00,7f0dd5ded305255cba075beedbd6078d,data_processing,2026-07-28T16:08:03,web
2a93aec2-17fa-4b5d-ae06-28b3159b3c70,94947bde7e5996a75b9f7a9ddb9547c0,data_processing,2026-08-04T15:45:06,whatsapp
c4133881-d286-4f0b-b0a8-dffc589709b7,60549ba813a2c52feb9bb19f07c638f5,data_processing,2026-04-29T19:03:08,web
0889993b-20d0-4994-863a-9cbbc48fae2c,88a466af85eed47ca61f7ec6b3f762e4,data_processing,2026-09-15T18:58:33,web
dd8aea95-ca64-44cb-b294-b2875e9f5506,a46c1204237fa61f76867c139533e8ae,data_processing,2026-09-03T19:44:57,whatsapp
58af17a7-ed13-4f90-8330-135ab4a055a6,d9a82c5e3efca4e52cc98bcba153c194,data_processing,2026-07-29T17:59:16,whatsapp
5f1de789-155c-4fce-a4a5-c594c21c8b21,aaafdcf1968e535b7eaa95cfd13e9bc3,data_processing,2026-07-24T08:21:58,web
6f462355-28b2-4578-bd02-ebb1c665c2f5,968ceb51546089b80f5fe1863b7c9938,data_processing,2026-08-11T11:50:21,whatsapp
66834d35-49b9-4545-b13f-42f9535b5acb,25c28b3d34b2098194a40ffa7fea1710,data_processing,2026-05-19T13:28:13,whatsapp
